Fecha de creacion;Ubicacion;Estatus Legal;Genero;Fecha de Nacimiento;Grupo Etario;Edad;Pais de origen;Estado Civil
06/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;29/04/1988;4. Adultos;36;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;24/01/1994;3. Jovenes;30;Venezuela;Soltero
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;05/11/1984;4. Adultos;39;Colombia;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;12/02/1992;4. Adultos;32;Venezuela;Union
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;12/07/1993;3. Jovenes;30;Colombia;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;28/06/2018;1. Niño, Niña;6;Venezuela;Union
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;19/12/2012;1. Niño, Niña;11;Colombia;Soltero
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;08/01/2022;1. Niño, Niña;2;Colombia;Soltero
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Femenino;16/11/2017;1. Niño, Niña;6;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;25/12/2002;3. Jovenes;21;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;19/11/2018;1. Niño, Niña;5;Venezuela;Soltero
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;31/07/1997;3. Jovenes;26;Colombia;Soltero
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;12/04/2016;1. Niño, Niña;8;Colombia;Union
07/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;25/02/2007;2. Adolecente;17;Colombia;Soltero
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;24/04/2021;1. Niño, Niña;3;Colombia;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;11/05/1986;4. Adultos;38;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;30/03/1979;4. Adultos;45;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;15/12/2009;2. Adolecente;14;Venezuela;Soltero
07/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;01/12/1999;3. Jovenes;24;Colombia;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;06/09/1975;4. Adultos;48;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;12/12/1984;4. Adultos;39;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;21/11/2017;1. Niño, Niña;6;Colombia;Union
07/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/02/2003;3. Jovenes;21;Colombia;Union
07/06/2024;Tulcan - MREMH;Solicitante de Asilo;Masculino;20/09/1981;4. Adultos;42;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;03/09/1982;4. Adultos;41;Ir�n;Casado
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;09/03/1994;3. Jovenes;30;Colombia;Soltero
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;06/08/1999;3. Jovenes;24;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;20/10/1990;4. Adultos;33;Ir�n;Casado
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;07/10/1959;4. Adultos;64;Colombia;Union
07/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;08/06/2002;3. Jovenes;22;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;19/09/2023;1. Niño, Niña;0;Italia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;05/06/1996;3. Jovenes;28;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;01/02/1970;4. Adultos;54;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;08/06/2017;1. Niño, Niña;7;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;24/02/1997;3. Jovenes;27;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;30/05/1995;3. Jovenes;29;Colombia;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;05/01/2023;1. Niño, Niña;1;Colombia;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;08/05/2002;3. Jovenes;22;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;21/12/2012;1. Niño, Niña;11;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;07/04/2022;1. Niño, Niña;2;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;30/12/2014;1. Niño, Niña;9;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;30/04/2018;1. Niño, Niña;6;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;22/05/1987;4. Adultos;37;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;14/11/1988;4. Adultos;35;Venezuela;Soltero
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;08/10/2009;2. Adolecente;14;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;15/02/2013;1. Niño, Niña;11;Venezuela;Union
07/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;21/01/2022;1. Niño, Niña;2;Venezuela;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;18/04/1979;4. Adultos;45;Venezuela;Casado
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;14/05/1980;4. Adultos;44;Venezuela;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;13/04/2012;2. Adolecente;12;Venezuela;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;14/05/2014;1. Niño, Niña;10;Venezuela;Union
07/06/2024;Esmeraldas -MREMH;Solicitante de Asilo;Femenino;18/11/1981;4. Adultos;42;Colombia;Soltero
07/06/2024;Esmeraldas -MREMH;Solicitante de Asilo;Masculino;13/09/2003;3. Jovenes;20;Colombia;Soltero
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;12/11/1992;4. Adultos;31;Colombia;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;17/06/2011;2. Adolecente;13;Colombia;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;03/12/2018;1. Niño, Niña;5;Colombia;Union
07/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;01/10/2005;3. Jovenes;18;Colombia;Union
07/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;25/09/1984;4. Adultos;39;Colombia;Union
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;06/03/1983;4. Adultos;41;Colombia;Soltero
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;13/09/1983;4. Adultos;40;Venezuela;Soltero
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;20/02/1992;4. Adultos;32;Venezuela;Union
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;18/01/2018;1. Niño, Niña;6;Venezuela;Union
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;03/09/2021;1. Niño, Niña;2;Colombia;Union
08/06/2024;Ibarra - MREMH;Otro de Interes;Masculino;06/09/1996;3. Jovenes;27;Venezuela;Soltero
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;12/12/1997;3. Jovenes;26;Colombia;Soltero
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Femenino;01/09/2019;1. Niño, Niña;4;Colombia;Union
08/06/2024;Ibarra - MREMH;Solicitante de Asilo;Masculino;06/01/2024;1. Niño, Niña;0;Colombia;Union
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;22/04/1997;3. Jovenes;27;Venezuela;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;15/01/2002;3. Jovenes;22;Venezuela;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;12/11/1991;4. Adultos;32;Venezuela;Union
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;24/03/2020;1. Niño, Niña;4;Venezuela;Soltero
10/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;07/08/2000;3. Jovenes;23;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;30/09/1989;4. Adultos;34;Venezuela;Soltero
10/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;13/12/2000;3. Jovenes;23;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;01/01/2016;1. Niño, Niña;8;Venezuela;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;27/08/1980;4. Adultos;43;Venezuela;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;24/07/1997;3. Jovenes;26;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;03/03/1997;3. Jovenes;27;Colombia;Union
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;06/03/2015;1. Niño, Niña;9;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;27/08/2023;1. Niño, Niña;0;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;13/12/1995;3. Jovenes;28;Colombia;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;10/01/1998;3. Jovenes;26;Colombia;Casado
10/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;30/08/1987;4. Adultos;36;Colombia;Union
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;13/11/1992;4. Adultos;31;Colombia;Union
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;23/02/2007;2. Adolecente;17;Colombia;Soltero
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;02/12/2003;3. Jovenes;20;Afganist�n;Soltero
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;23/06/2016;1. Niño, Niña;8;Venezuela;Soltero
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;28/01/2007;2. Adolecente;17;Afganist�n;Casado
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;27/01/2011;2. Adolecente;13;Afganist�n;Soltero
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;01/06/2001;3. Jovenes;23;Afganist�n;Casado
10/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;16/02/2013;1. Niño, Niña;11;Venezuela;Soltero
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Femenino;02/06/1955;5. Adulto Mayor;69;Afganist�n;Casado
10/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;01/05/1997;3. Jovenes;27;Colombia;Union
10/06/2024;Pichincha - MREMH;Solicitante de Asilo;Masculino;01/11/2001;3. Jovenes;22;Afganist�n;Casado
10/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;22/03/2003;3. Jovenes;21;Colombia;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;14/12/1991;4. Adultos;32;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;20/06/1997;3. Jovenes;27;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;14/12/1991;4. Adultos;32;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;24/09/1982;4. Adultos;41;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;30/04/1997;3. Jovenes;27;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;14/04/1986;4. Adultos;38;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;13/03/1974;4. Adultos;50;Venezuela;Divorciado
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;16/08/1998;3. Jovenes;25;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;15/04/1996;3. Jovenes;28;Venezuela;Union
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;23/07/1993;3. Jovenes;30;Venezuela;Union
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;29/03/1991;4. Adultos;33;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;05/05/1987;4. Adultos;37;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;11/11/2008;2. Adolecente;15;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;02/09/1996;3. Jovenes;27;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;19/10/2010;2. Adolecente;13;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;29/08/1985;4. Adultos;38;Venezuela;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;15/01/1986;4. Adultos;38;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;03/10/2018;1. Niño, Niña;5;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;21/12/2017;1. Niño, Niña;6;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/09/2006;2. Adolecente;17;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;28/02/2020;1. Niño, Niña;4;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;25/04/2022;1. Niño, Niña;2;Colombia;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;16/12/1971;4. Adultos;52;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;04/10/1990;4. Adultos;33;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;25/12/1993;3. Jovenes;30;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;27/07/2013;1. Niño, Niña;10;Venezuela;Soltero
11/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;11/10/1999;3. Jovenes;24;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;04/04/2011;2. Adolecente;13;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;03/03/1976;4. Adultos;48;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;24/02/2015;1. Niño, Niña;9;Venezuela;Union
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;29/12/1990;4. Adultos;33;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;20/04/2009;2. Adolecente;15;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;01/04/1991;4. Adultos;33;Venezuela;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;08/08/2001;3. Jovenes;22;Venezuela;Soltero
11/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;21/01/2000;3. Jovenes;24;Colombia;Union
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;15/12/1986;4. Adultos;37;Colombia;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;16/11/2016;1. Niño, Niña;7;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;19/09/1986;4. Adultos;37;Venezuela;Soltero
11/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;22/10/2021;1. Niño, Niña;2;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;20/12/2014;1. Niño, Niña;9;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/09/1994;3. Jovenes;29;Colombia;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;13/05/2003;3. Jovenes;21;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;18/06/2016;1. Niño, Niña;8;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;17/12/2019;1. Niño, Niña;4;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;23/01/1992;4. Adultos;32;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;18/01/2023;1. Niño, Niña;1;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;11/11/2004;3. Jovenes;19;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;04/02/1998;3. Jovenes;26;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;18/01/2023;1. Niño, Niña;1;Venezuela;Soltero
11/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;15/02/1979;4. Adultos;45;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;01/01/2011;2. Adolecente;13;Venezuela;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;22/05/1988;4. Adultos;36;Colombia;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;16/02/1990;4. Adultos;34;Colombia;Soltero
11/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;27/01/2007;2. Adolecente;17;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;17/09/2013;1. Niño, Niña;10;Venezuela;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/03/2003;3. Jovenes;21;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;01/10/1983;4. Adultos;40;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;22/08/2007;2. Adolecente;16;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;30/04/2015;1. Niño, Niña;9;Venezuela;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;16/09/1962;4. Adultos;61;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;29/08/2017;1. Niño, Niña;6;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;27/11/1996;3. Jovenes;27;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;08/11/1991;4. Adultos;32;Colombia;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;17/02/1998;3. Jovenes;26;Venezuela;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;08/10/1951;5. Adulto Mayor;72;Cuba;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;11/04/2014;1. Niño, Niña;10;Colombia;Soltero
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;17/01/2016;1. Niño, Niña;8;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;18/07/2017;1. Niño, Niña;6;Venezuela;Union
11/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;06/03/1984;4. Adultos;40;Colombia;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;25/06/1993;4. Adultos;31;Colombia;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/11/2013;1. Niño, Niña;10;Colombia;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;10/01/1990;4. Adultos;34;Colombia;Union
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;11/03/2011;2. Adolecente;13;Colombia;Soltero
11/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;09/10/1986;4. Adultos;37;Colombia;Union
11/06/2024;Azogues - MREMH;Otro de Interes;Femenino;04/12/1999;3. Jovenes;24;Venezuela;Soltero
11/06/2024;Azogues - MREMH;Otro de Interes;Femenino;30/07/1985;4. Adultos;38;Venezuela;Soltero
11/06/2024;Azogues - MREMH;Otro de Interes;Femenino;01/08/2008;2. Adolecente;15;Venezuela;Soltero
11/06/2024;Azogues - MREMH;Otro de Interes;Femenino;24/05/1959;5. Adulto Mayor;65;Venezuela;Soltero
11/06/2024;Azogues - MREMH;Otro de Interes;Femenino;21/06/2011;2. Adolecente;13;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;11/12/1989;4. Adultos;34;Venezuela;Soltero
11/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;03/02/2017;1. Niño, Niña;7;Venezuela;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/06/2004;3. Jovenes;20;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;03/05/1976;4. Adultos;48;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;19/03/1999;3. Jovenes;25;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/09/2021;1. Niño, Niña;2;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/01/1972;4. Adultos;52;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;08/11/2019;1. Niño, Niña;4;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;30/09/2006;2. Adolecente;17;Colombia;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;28/08/2019;1. Niño, Niña;4;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;10/09/1981;4. Adultos;42;Venezuela;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/05/1994;3. Jovenes;30;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;16/11/1991;4. Adultos;32;Colombia;Soltero
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;01/03/2002;3. Jovenes;22;Colombia;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;28/10/1991;4. Adultos;32;Venezuela;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;27/06/1998;3. Jovenes;26;Colombia;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;03/04/1997;3. Jovenes;27;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;01/10/2000;3. Jovenes;23;Colombia;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;08/11/1990;4. Adultos;33;Venezuela;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;11/11/2001;3. Jovenes;22;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;31/05/1995;3. Jovenes;29;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;24/03/2014;1. Niño, Niña;10;Colombia;Union
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;27/08/2023;1. Niño, Niña;0;Colombia;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;26/06/2018;1. Niño, Niña;6;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;05/11/2017;1. Niño, Niña;6;Colombia;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;11/07/2022;1. Niño, Niña;1;Colombia;Soltero
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;07/03/1996;3. Jovenes;28;Colombia;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;22/10/2009;2. Adolecente;14;Venezuela;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;10/11/2021;1. Niño, Niña;2;Colombia;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;18/07/2012;1. Niño, Niña;11;Venezuela;Soltero
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;03/12/2020;1. Niño, Niña;3;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;03/06/1994;3. Jovenes;30;Venezuela;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;17/03/2012;2. Adolecente;12;Venezuela;Soltero
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;17/02/2017;1. Niño, Niña;7;Venezuela;Soltero
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;13/04/2015;1. Niño, Niña;9;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;12/07/2019;1. Niño, Niña;4;Venezuela;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;27/10/2010;2. Adolecente;13;Venezuela;Union
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;05/12/2022;1. Niño, Niña;1;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;02/10/1995;3. Jovenes;28;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;01/05/2020;1. Niño, Niña;4;Colombia;Soltero
12/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;08/03/1990;4. Adultos;34;Venezuela;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;15/01/2002;3. Jovenes;22;Venezuela;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;28/11/1961;4. Adultos;62;Venezuela;Union
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;30/04/1998;3. Jovenes;26;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;22/09/1997;3. Jovenes;26;Colombia;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;02/10/1997;3. Jovenes;26;Colombia;Soltero
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Femenino;16/06/2003;3. Jovenes;21;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;10/11/2003;3. Jovenes;20;Venezuela;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;18/09/2016;1. Niño, Niña;7;Colombia;Soltero
12/06/2024;Pichincha - MREMH;Otro de Interes;Femenino;10/07/2021;1. Niño, Niña;2;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;17/01/1972;4. Adultos;52;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;23/12/1978;4. Adultos;45;Venezuela;Union
12/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;26/10/1986;4. Adultos;37;Colombia;Casado
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;28/09/2006;2. Adolecente;17;Venezuela;Soltero
12/06/2024;Tulcan - MREMH;Otro de Interes;Masculino;10/03/1997;3. Jovenes;27;Colombia;Casado
12/06/2024;Pichincha - MREMH;Otro de Interes;Masculino;20/12/2000;3. Jovenes;23;Colombia;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Femenino;17/06/2014;1. Niño, Niña;10;Venezuela;Soltero
12/06/2024;Tulcan - MREMH;Otro de Interes;Femenino;07/08/2022;1. Niño, Niña;1;Espa�a;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;02/11/1997;3. Jovenes;26;Venezuela;Soltero
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;22/10/1989;4. Adultos;34;Venezuela;Soltero
12/06/2024;Esmeraldas -MREMH;Otro de Interes;Masculino;19/07/1981;4. Adultos;42;Colombia;Union
12/06/2024;Guayaquil - MREMH;Otro de Interes;Masculino;04/02/1980;4. Adultos;44;Venezuela;Soltero
